age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,target,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,marital_unknown,education_basic.6y,education_basic.9y,education_high.school,education_illiterate,education_professional.course,education_university.degree,education_unknown,default_unknown,default_yes,housing_unknown,housing_yes,loan_unknown,loan_yes,contact_telephone,month_aug,month_dec,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,day_of_week_mon,day_of_week_thu,day_of_week_tue,day_of_week_wed,poutcome_nonexistent,poutcome_success,prob_yes,expected_profit
77,152,1,6,4,-1.8,93.876,-40.0,0.682,5008.7,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,0.9770398758402375,969.4398758402375
55,212,3,6,3,-1.8,93.369,-34.8,0.652,5008.7,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.9798678953421993,969.2678953421993
72,87,1,3,1,-1.8,93.369,-34.8,0.653,5008.7,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.9723255530654611,967.9755530654611
48,236,1,6,2,-1.8,93.876,-40.0,0.682,5008.7,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,0.9797520575566114,967.9520575566115
42,232,1,3,2,-1.1,94.199,-37.5,0.886,4963.6,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.9784114540058744,966.8114540058743
40,234,1,3,3,-1.8,93.876,-40.0,0.683,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.9781160244230193,966.4160244230192
34,241,1,6,1,-1.8,93.369,-34.8,0.652,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.9778896485006199,965.8396485006199
57,277,2,6,2,-1.1,94.199,-37.5,0.883,4963.6,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.9796209385975593,965.7709385975593
45,293,2,3,2,-1.1,94.199,-37.5,0.886,4963.6,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.980194496049162,965.544496049162
61,173,3,9,2,-1.8,93.876,-40.0,0.699,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.9739349523686311,965.2849523686311
55,229,1,9,1,-1.7,94.215,-40.3,0.802,4991.6,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,0.9765299129332853,965.0799129332852
41,258,2,6,3,-1.7,94.027,-38.3,0.905,4991.6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.9776749022659528,964.7749022659528
36,190,3,6,1,-1.1,94.199,-37.5,0.881,4963.6,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0.9741897116489584,964.6897116489585
82,134,2,3,1,-3.4,92.649,-30.1,0.715,5017.5,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0.9713476007740284,964.6476007740283
60,200,1,6,1,-1.1,94.199,-37.5,0.876,4963.6,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.974196956133392,964.196956133392
41,306,1,6,4,-1.8,93.876,-40.0,0.683,5008.7,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.9791894264928925,963.8894264928925
42,211,3,6,2,-1.7,94.027,-38.3,0.898,4991.6,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.9742248132398579,963.6748132398579
52,89,1,3,2,-3.4,92.649,-30.1,0.715,5017.5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0.9680955433878067,963.6455433878066
29,216,1,3,3,-1.8,93.876,-40.0,0.683,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.9739978792270838,963.1978792270838
70,331,1,3,2,-1.8,93.876,-40.0,0.683,5008.7,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.9796223498115291,963.0723498115291
32,155,1,6,1,-1.1,94.199,-37.5,0.879,4963.6,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.9705832967581977,962.8332967581977
64,158,1,3,2,-1.8,93.369,-34.8,0.653,5008.7,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.9707097754926071,962.8097754926071
41,95,1,3,1,-3.4,92.649,-30.1,0.715,5017.5,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0.9671812498219594,962.4312498219595
55,244,2,6,3,-1.7,94.027,-38.3,0.904,4991.6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.9745964802671444,962.3964802671444
37,265,2,6,2,-1.1,94.199,-37.5,0.886,4963.6,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.9755406189423976,962.2906189423976
28,135,2,3,2,-1.8,93.876,-40.0,0.697,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,0.9689735793319895,962.2235793319894
37,153,2,4,2,-1.8,93.369,-34.8,0.655,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,0.9697184264764483,962.0684264764484
33,265,1,3,3,-1.7,94.027,-38.3,0.899,4991.6,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.9751801096135128,961.9301096135127
27,167,3,3,1,-1.1,94.199,-37.5,0.879,4963.6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,0.9696747354689625,961.3247354689626
27,180,1,3,3,-1.7,94.027,-38.3,0.9,4991.6,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.9703068357016102,961.3068357016102
48,118,1,0,2,-1.7,94.027,-38.3,0.9,4991.6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.9671653318632999,961.2653318632999
48,200,1,6,2,-1.8,93.749,-34.6,0.644,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.9711726784023624,961.1726784023624
34,301,1,3,2,-1.8,93.369,-34.8,0.652,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.9761903231456679,961.1403231456679
52,175,3,1,3,-1.7,94.027,-38.3,0.899,4991.6,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.9695917924723255,960.8417924723256
29,122,1,3,2,-3.4,92.649,-30.1,0.714,5017.5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.9668798483642939,960.7798483642938
60,316,1,6,2,-1.7,94.215,-40.3,0.861,4991.6,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.9765558492985716,960.7558492985717
30,252,1,6,2,-1.7,94.215,-40.3,0.846,4991.6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.9731349559683495,960.5349559683495
34,204,1,12,1,-1.1,94.199,-37.5,0.879,4963.6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,0.9705878884675687,960.3878884675687
83,178,1,6,2,-1.7,94.215,-40.3,0.835,4991.6,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.9692823423670969,960.3823423670968
29,268,2,6,1,-1.7,94.215,-40.3,0.861,4991.6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.9733625087115293,959.9625087115293
70,356,3,6,1,-1.7,94.027,-38.3,0.904,4991.6,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.9773243250100396,959.5243250100397
52,231,1,6,2,-1.8,93.369,-34.8,0.646,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.9708451309998276,959.2951309998276
27,128,1,3,1,-1.8,93.369,-34.8,0.637,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.9656144028806173,959.2144028806173
34,225,1,3,1,-1.8,93.369,-34.8,0.652,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.970303990371306,959.053990371306
41,366,2,6,3,-1.7,94.027,-38.3,0.905,4991.6,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.9773521726403821,959.0521726403822
60,181,3,6,1,-1.8,93.876,-40.0,0.699,5008.7,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.9678214225751979,958.7714225751979
47,470,1,4,2,-1.7,94.027,-38.3,0.9,4991.6,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.9819385907741215,958.4385907741215
48,388,3,6,1,-1.7,94.215,-40.3,0.896,4991.6,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,0.9777338046475392,958.3338046475393
52,184,2,10,1,-1.8,93.749,-34.6,0.654,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.9674956214333202,958.2956214333202
85,167,1,6,2,-1.8,93.749,-34.6,0.642,5008.7,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.9665983156002418,958.2483156002418
46,263,1,10,2,-1.8,93.369,-34.8,0.646,5008.7,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.9713758756627241,958.2258756627241
59,193,1,3,1,-1.1,94.199,-37.5,0.886,4963.6,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.9678026225293592,958.1526225293593
48,317,1,6,3,-1.8,93.876,-40.0,0.682,5008.7,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,0.9739272483843998,958.0772483843998
34,288,2,3,1,-1.8,93.369,-34.8,0.652,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.9723081496119783,957.9081496119784
76,504,2,6,3,-1.7,94.027,-38.3,0.899,4991.6,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.9827981672340484,957.5981672340484
52,250,1,3,5,-1.8,93.876,-40.0,0.677,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.9699433281809974,957.4433281809974
26,215,1,6,3,-1.8,93.369,-34.8,0.649,5008.7,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.9680141365716095,957.2641365716095
31,232,2,13,1,-1.1,94.199,-37.5,0.879,4963.6,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.9686659436831507,957.0659436831507
34,89,1,3,2,-3.4,92.649,-30.1,0.714,5017.5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0.9614861371795816,957.0361371795816
80,169,2,6,2,-1.7,94.215,-40.3,0.899,4991.6,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.9653825458373988,956.9325458373987
37,209,1,3,4,-1.1,94.199,-37.5,0.879,4963.6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,0.9672588281254579,956.8088281254579
31,400,1,3,1,-1.8,93.876,-40.0,0.683,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.9764708304607995,956.4708304607996
40,356,1,2,3,-1.8,93.876,-40.0,0.683,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.9738284953755197,956.0284953755198
50,176,2,3,3,-1.8,93.876,-40.0,0.682,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,0.9647105578987658,955.9105578987659
58,337,1,6,1,-1.1,94.199,-37.5,0.878,4963.6,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,0.9726423396712436,955.7923396712436
32,150,2,10,3,-1.1,94.199,-37.5,0.884,4963.6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,0.9632030254308468,955.7030254308468
26,203,1,3,3,-1.7,94.027,-38.3,0.904,4991.6,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.9658462620407563,955.6962620407563
69,289,1,10,1,-1.8,93.876,-40.0,0.697,5008.7,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,0.9701328028974188,955.6828028974187
36,337,1,6,1,-1.1,94.199,-37.5,0.881,4963.6,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0.9724609567877476,955.6109567877476
28,226,3,3,2,-1.8,93.876,-40.0,0.695,5008.7,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9667987561982527,955.4987561982527
38,263,1,6,3,-1.1,94.199,-37.5,0.879,4963.6,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.9684704278624324,955.3204278624324
24,355,1,11,2,-1.7,94.215,-40.3,0.884,4991.6,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.9730484683972455,955.2984683972454
34,196,2,6,2,-3.0,92.713,-33.0,0.707,5023.5,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,0.9650024975209079,955.202497520908
58,309,1,6,1,-1.8,93.876,-40.0,0.682,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,0.9705652116298793,955.1152116298792
59,218,3,3,1,-1.7,94.027,-38.3,0.905,4991.6,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.9659980131159008,955.0980131159008
37,292,1,6,1,-1.7,94.215,-40.3,0.896,4991.6,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.969563932630141,954.9639326301409
36,225,1,3,1,-1.1,94.199,-37.5,0.879,4963.6,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,0.9661655466648332,954.9155466648332
53,404,2,3,2,-1.1,94.199,-37.5,0.877,4963.6,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0.9751152542316621,954.9152542316621
41,182,1,6,3,-1.1,94.199,-37.5,0.879,4963.6,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.9640023386758164,954.9023386758164
31,252,2,3,2,-1.1,94.199,-37.5,0.883,4963.6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.9674795227171173,954.8795227171173
38,182,2,7,1,-3.4,92.649,-30.1,0.715,5017.5,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0.9639432803597611,954.843280359761
26,273,2,6,1,-1.8,93.369,-34.8,0.652,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.9682686189153603,954.6186189153603
30,191,1,0,2,-1.7,94.027,-38.3,0.9,4991.6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.9640618970581039,954.511897058104
44,211,4,3,1,-1.8,93.876,-40.0,0.682,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9649699829732336,954.4199829732336
75,162,1,6,2,-1.8,93.749,-34.6,0.642,5008.7,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.9625153608550926,954.4153608550926
34,469,1,6,2,-1.8,93.369,-34.8,0.652,5008.7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.977705047543381,954.2550475433809
